,Gray Whales,Fin Whales,Humpback Whales,Blue Whales,Minke Whales,False Killer Whales,Orca Whales,Sei Whales,Temp
Day 3270,0,2,0,0,0,0,0,0,6.1
Day 3271,4,4,0,0,0,0,0,0,5.9
Day 3272,0,1,0,0,0,0,0,0,5.9
Day 3273,1,2,0,0,0,0,0,0,5.8
Day 3274,5,0,0,0,0,0,0,0,5.4
Day 3275,1,0,0,0,0,0,0,0,5.6
Day 3276,1,0,0,0,0,0,0,0,5.7
Day 3277,0,2,0,0,0,0,0,0,5.8
Day 3278,8,0,0,0,0,0,0,0,6
Day 3279,3,0,2,0,0,0,0,0,5.6
Day 3280,5,0,0,0,0,0,0,0,5.4
Day 3281,4,0,0,0,0,0,0,0,5.6
Day 3282,0,0,0,0,0,0,0,0,5.6
Day 3283,3,1,0,0,0,0,0,0,5.7
Day 3284,3,0,0,0,0,0,0,0,5.7
Day 3285,1,0,0,0,0,0,0,0,5.6
Day 3286,17,0,0,0,0,0,0,0,5.5
Day 3287,11,0,0,0,0,0,0,0,5.4
Day 3288,3,0,0,0,0,0,0,0,5.2
Day 3289,4,0,0,0,0,0,0,0,5.5
Day 3290,5,0,0,0,0,0,0,0,5.4
Day 3291,7,0,0,0,0,0,0,0,5.3
Day 3292,4,0,2,0,0,0,0,0,5.2
Day 3293,13,0,0,0,0,0,0,0,5
Day 3294,4,0,0,0,0,0,0,0,5.1
Day 3295,6,0,0,0,0,0,0,0,5.3
Day 3296,0,0,0,0,0,0,0,0,5.2
Day 3297,6,0,0,0,0,0,0,0,5.1
Day 3298,3,0,0,0,0,0,0,0,4.9
Day 3299,12,0,0,0,0,0,0,0,5
Day 3300,12,0,0,0,0,0,0,0,4.8
Day 3301,4,0,0,0,0,0,0,0,4.9
Day 3302,6,0,0,0,0,0,0,0,4.8
Day 3303,3,0,0,0,0,0,0,0,4.9
Day 3304,0,0,0,0,0,0,0,0,5
Day 3305,4,0,0,0,0,0,0,0,4.8
Day 3306,13,2,0,0,0,0,0,0,4.9
Day 3307,9,0,0,0,0,0,0,0,4.9
Day 3308,10,0,0,0,0,0,0,0,5
Day 3309,4,0,0,0,0,0,0,0,4.8
Day 3310,7,0,0,0,0,0,0,0,5
Day 3311,4,0,0,0,0,0,0,0,5
Day 3312,1,0,0,0,0,0,0,0,5
Day 3313,11,1,0,0,0,0,0,0,4.9
Day 3314,17,0,0,0,0,0,0,0,5.2
Day 3315,8,2,0,0,0,0,0,0,5.3
Day 3316,7,0,0,0,0,0,0,0,4.8
Day 3317,7,0,0,0,0,0,0,0,4.9
Day 3318,2,0,0,0,0,0,0,0,5
Day 3319,11,0,0,0,0,0,0,0,4.9
Day 3320,8,0,0,0,0,0,0,0,4.9
Day 3321,11,0,0,0,0,0,0,0,4.9
Day 3322,8,0,0,0,0,0,0,0,4.8
Day 3323,18,0,0,0,0,0,0,0,4.8
Day 3324,4,0,0,0,0,0,0,0,5
Day 3325,2,0,0,0,0,0,0,0,4.8
Day 3326,4,0,0,0,0,0,0,0,5
Day 3327,17,0,0,0,0,0,0,0,5
Day 3328,21,0,0,0,0,0,0,0,4.8
Day 3329,6,0,0,0,0,0,0,0,4.9
Day 3330,1,0,0,0,0,0,0,0,4.7
Day 3331,4,0,0,0,0,0,0,0,4.7
Day 3332,8,0,0,0,0,0,0,0,4.6
Day 3333,9,0,0,0,0,0,0,0,4.5
Day 3334,10,0,0,0,0,0,0,0,4.6
Day 3335,3,0,0,0,0,0,0,0,4.1
Day 3336,9,0,0,0,0,0,0,0,4.3
Day 3337,2,0,0,0,0,0,0,0,4.2
Day 3338,2,0,0,0,0,0,0,0,3.9
Day 3339,5,0,0,0,0,0,0,0,3.9
Day 3340,3,0,0,0,0,0,0,0,4.3
Day 3341,18,0,0,0,0,0,0,0,4.3
Day 3342,7,0,0,0,0,0,0,0,4.4
Day 3343,1,0,0,0,0,0,0,0,4.2
Day 3344,3,0,0,0,0,0,0,0,4.3
Day 3345,2,2,0,0,0,0,0,0,4.3
Day 3346,9,2,0,0,0,0,0,0,4.3
Day 3347,0,0,0,0,0,0,0,0,4.7
Day 3348,0,0,0,0,0,0,0,0,4.4
Day 3349,15,0,0,0,0,0,0,0,4.3
Day 3350,4,0,0,0,0,0,0,0,4.4
Day 3351,7,0,0,0,0,0,0,0,4.3
Day 3352,6,0,0,0,0,0,0,0,4.3
Day 3353,7,0,0,0,0,0,0,0,4.3
Day 3354,7,0,0,0,0,0,0,0,4.4
Day 3355,16,0,0,0,0,0,0,0,4.4
Day 3356,31,3,0,0,0,0,0,0,4.4
Day 3357,6,1,0,0,0,0,0,0,4.3
Day 3358,6,0,0,0,0,0,0,0,4.3
Day 3359,4,0,0,0,0,45,0,0,4.2
Day 3360,11,0,0,0,0,45,0,0,4.3
Day 3361,22,0,0,0,0,0,0,0,4.1
Day 3362,33,0,0,0,0,0,0,0,4.1
Day 3363,28,0,2,0,0,0,0,0,4.2
Day 3364,36,0,0,0,0,0,0,0,4.1
Day 3365,11,0,0,0,0,0,0,0,4.2
Day 3366,15,0,0,0,0,0,0,0,4.2
Day 3367,13,0,0,0,0,0,0,0,4.2
Day 3368,11,0,0,0,0,0,0,0,4.3
Day 3369,17,0,0,0,0,0,0,0,4.4
Day 3370,20,0,0,0,0,0,0,0,4.4
Day 3371,12,0,0,0,0,0,0,0,4.4
Day 3372,4,0,0,0,1,0,0,0,4.4
Day 3373,2,0,0,0,0,0,0,0,4.4
Day 3374,1,0,0,0,0,0,0,0,4.4
Day 3375,18,0,0,0,1,0,0,0,4.5
Day 3376,22,0,0,0,0,0,0,0,4.5
Day 3377,6,0,0,0,0,0,0,0,4.4
Day 3378,6,0,0,0,0,0,0,0,4.5
Day 3379,4,0,0,0,0,0,0,0,4.4
Day 3380,0,0,0,0,0,0,0,0,4.5
Day 3381,2,1,0,0,0,0,0,0,4.6
Day 3382,7,1,0,0,0,0,0,0,4.7
Day 3383,14,0,0,0,0,0,0,0,4.6
Day 3384,6,0,0,0,0,0,0,0,4.7
Day 3385,11,0,0,0,0,0,0,0,4.7
Day 3386,6,0,0,0,0,0,0,0,4.6
Day 3387,5,0,0,0,1,0,0,0,4.7
Day 3388,10,0,0,0,1,0,0,0,4.6
Day 3389,4,0,0,0,0,0,0,0,4.7
Day 3390,6,0,0,0,0,0,0,0,4.6
Day 3391,6,0,0,0,0,0,0,0,4.7
Day 3392,1,0,0,0,0,0,0,0,4.7
Day 3393,3,0,0,0,0,0,0,0,4.7
Day 3394,4,0,0,0,6,0,0,0,4.8
Day 3395,9,0,0,0,3,0,0,0,5
Day 3396,0,0,0,0,7,0,0,0,5.2
Day 3397,8,0,0,0,0,0,0,0,5.2
Day 3398,0,0,0,0,0,0,0,0,5
Day 3399,14,2,0,0,0,0,0,0,5
Day 3400,6,0,0,0,2,0,0,0,5
Day 3401,3,0,0,0,0,0,0,0,5.1
Day 3402,16,1,0,0,0,0,0,0,5.4
Day 3403,1,0,0,0,0,0,0,0,5.2
Day 3404,0,0,0,0,0,0,0,0,5.3
Day 3405,13,0,0,0,0,0,0,0,5.4
Day 3406,2,0,0,0,0,0,0,0,5.4
Day 3407,0,0,0,0,0,0,0,0,5.5
Day 3408,3,0,0,0,1,0,0,0,5.9
Day 3409,2,0,0,3,0,0,0,0,5.8
Day 3410,6,0,0,0,0,0,0,0,5.9
Day 3411,6,0,0,0,0,0,0,0,6.2
Day 3412,9,0,0,0,0,0,0,0,6.3
Day 3413,26,0,0,0,0,0,0,0,6.3
Day 3414,0,0,0,0,0,0,0,0,6.3
Day 3415,2,0,0,0,0,0,0,0,6.2
Day 3416,0,0,0,0,1,0,0,0,6.3
Day 3417,12,0,0,0,2,0,0,0,6.4
Day 3418,10,0,0,0,2,0,0,0,6.7
Day 3419,0,0,0,0,0,0,0,0,7
Day 3420,9,0,0,0,0,0,0,0,7.2
Day 3421,4,0,0,0,0,0,0,0,7.2
Day 3422,2,0,0,0,0,0,0,0,7.1
Day 3423,0,2,0,0,0,0,0,0,7.6
Day 3424,8,0,0,0,0,0,0,0,7.8
Day 3425,6,0,0,0,2,0,0,0,8.3
Day 3426,2,0,0,0,3,0,0,0,8.1
Day 3427,2,0,0,0,0,0,0,0,7.6
Day 3428,0,0,0,0,0,0,0,0,7.4
Day 3429,2,0,0,0,0,0,0,0,8.4
Day 3430,0,0,0,0,1,0,0,0,8.4
Day 3431,0,0,0,0,0,0,0,0,8.7
Day 3432,0,0,0,0,0,0,0,0,8.7
Day 3433,0,0,0,0,0,0,0,0,8.9
Day 3434,0,0,0,0,1,0,0,0,8.7
Day 3435,0,0,0,0,0,0,0,0,8.4
Day 3436,0,0,0,0,0,0,0,0,8.5
Day 3437,0,0,0,0,0,0,0,0,7.8
Day 3438,0,0,0,0,0,0,0,0,8.6
Day 3439,0,0,0,0,0,0,0,0,7.9
Day 3440,0,0,0,2,0,0,0,0,8.3
Day 3441,0,0,0,0,0,0,0,0,8.9
Day 3442,0,1,0,0,0,0,0,0,8.8
Day 3443,0,0,0,0,6,0,0,0,8.8
Day 3444,0,0,0,0,0,0,0,0,8.5
Day 3445,0,1,0,0,1,0,0,0,8.7
Day 3446,0,0,0,0,0,0,0,0,9.1
Day 3447,0,0,0,0,0,0,0,0,9.4
Day 3448,0,0,0,0,0,0,0,0,9.6
Day 3449,0,0,0,0,0,0,0,0,10
Day 3450,0,0,0,0,2,0,0,0,9.5
Day 3451,0,0,0,0,0,0,0,0,9.5
Day 3452,0,0,0,0,0,0,0,0,9.6
Day 3453,0,0,0,0,1,0,0,0,9.4
Day 3454,0,0,0,0,0,0,0,0,9.9
Day 3455,0,0,0,0,0,0,0,0,10.4
Day 3456,0,0,0,0,0,0,0,0,9.5
Day 3457,0,0,0,0,0,0,0,0,9.7
Day 3458,0,0,0,0,0,0,0,0,9.3
Day 3459,0,0,0,0,3,0,0,0,8.7
Day 3460,0,0,0,0,0,0,0,0,9.5
Day 3461,0,0,0,0,1,0,0,0,10.3
Day 3462,0,0,0,3,0,0,0,0,10
Day 3463,0,0,1,0,0,0,0,0,10.4
Day 3464,0,0,0,0,0,0,0,0,10
Day 3465,0,0,0,0,1,0,0,0,10.1
Day 3466,0,0,0,0,0,0,0,0,9.8
Day 3467,1,0,0,2,0,0,0,0,10.5
Day 3468,0,0,0,2,0,0,0,0,10.5
Day 3469,0,0,0,0,0,0,0,0,10.7
Day 3470,0,0,0,0,0,0,0,0,10.7
Day 3471,0,0,0,0,0,0,0,0,11.4
Day 3472,0,0,0,0,0,0,0,0,11.6
Day 3473,0,0,0,0,0,0,0,0,11.4
Day 3474,1,0,0,0,0,0,0,0,11.6
Day 3475,0,0,0,3,0,0,0,0,11.8
Day 3476,0,0,0,3,0,0,0,0,12
Day 3477,0,0,0,8,0,0,0,0,12.1
Day 3478,0,0,0,7,0,0,0,0,12
Day 3479,0,0,0,11,0,0,0,0,11.9
Day 3480,0,0,0,1,0,0,0,0,12.3
Day 3481,0,0,0,5,0,0,0,0,12.5
Day 3482,0,0,0,9,0,0,0,0,12.4
Day 3483,0,0,0,13,0,0,0,0,12.2
Day 3484,0,0,0,1,0,0,0,0,12.5
Day 3485,0,0,0,2,2,0,0,0,12.7
Day 3486,0,10,0,17,0,0,0,0,12.6
Day 3487,0,0,0,16,0,0,0,0,12.2
Day 3488,0,0,0,12,2,0,0,0,12.5
Day 3489,0,3,2,0,1,0,0,0,12.6
Day 3490,0,0,2,10,0,0,0,0,12.7
Day 3491,0,0,2,0,2,0,0,0,12.9
Day 3492,0,0,0,8,0,0,0,0,11.9
Day 3493,0,0,0,3,0,0,0,0,12.2
Day 3494,0,0,0,15,0,0,0,0,12.4
Day 3495,0,2,2,16,1,0,0,0,12.5
Day 3496,0,1,2,19,2,0,0,0,12.6
Day 3497,0,0,2,8,2,0,0,0,12.7
Day 3498,0,0,2,3,4,0,0,0,13
Day 3499,0,0,0,12,1,0,0,0,13.2
Day 3500,0,2,0,15,2,0,0,0,13.7
Day 3501,0,0,0,6,1,0,0,0,14.6
Day 3502,0,0,0,3,0,0,0,0,14.8
Day 3503,0,0,0,10,3,0,0,0,14.8
Day 3504,0,2,0,8,0,0,0,0,15.1
Day 3505,0,0,0,4,0,0,0,0,14.6
Day 3506,0,0,0,2,0,0,0,0,14.6
Day 3507,0,0,0,0,0,0,0,0,14.3
Day 3508,0,0,0,2,0,0,0,0,14.4
Day 3509,0,0,0,1,3,0,0,0,14.4
Day 3510,0,0,0,5,4,0,0,0,14.6
Day 3511,0,0,0,4,0,0,0,0,14.7
Day 3512,0,0,0,3,0,0,0,0,14.5
Day 3513,0,0,0,11,0,0,0,0,14.1
Day 3514,0,0,0,16,0,0,0,0,14.9
Day 3515,0,0,0,43,0,0,0,0,14.4
Day 3516,0,0,0,38,0,0,0,0,14
Day 3517,0,0,0,11,0,0,0,0,13.7
Day 3518,0,0,0,3,0,0,0,0,13.6
Day 3519,0,0,0,5,2,0,0,0,13.4
Day 3520,0,0,0,10,0,0,0,0,14.6
Day 3521,0,0,0,0,0,0,0,0,14.4
Day 3522,0,0,0,0,1,0,0,0,14.4
Day 3523,0,0,1,9,0,0,0,0,14.5
Day 3524,0,4,0,4,0,0,0,0,14.5
Day 3525,0,2,0,6,0,0,0,0,14.1
Day 3526,0,0,0,1,0,0,0,0,13.6
Day 3527,0,1,0,4,0,0,0,0,13.6
Day 3528,0,0,0,11,0,0,0,0,13.1
Day 3529,0,0,0,13,0,0,0,0,13.6
Day 3530,0,0,0,19,0,0,0,0,13.8
Day 3531,0,0,0,11,0,0,0,0,13.1
Day 3532,0,0,0,13,0,0,0,0,13.8
Day 3533,0,0,0,2,0,0,0,0,14.2
Day 3534,1,0,0,1,0,0,0,0,14.2
Day 3535,0,0,0,6,0,0,0,0,14
Day 3536,0,0,1,2,0,0,0,0,14.1
Day 3537,0,0,2,15,0,0,0,0,14.2
Day 3538,0,0,0,5,0,0,0,0,14.1
Day 3539,0,0,0,7,0,0,0,0,13.1
Day 3540,0,0,1,4,0,0,0,0,13.6
Day 3541,0,0,0,3,0,0,0,0,13.4
Day 3542,0,0,1,1,0,0,0,0,14
Day 3543,0,0,1,4,0,0,0,0,14
Day 3544,0,2,2,12,0,0,0,0,13
Day 3545,0,1,0,7,0,0,0,0,11.8
Day 3546,0,0,0,5,0,0,0,0,11.8
Day 3547,0,0,0,3,0,0,0,0,11.5
Day 3548,0,0,0,9,1,0,0,0,11.3
Day 3549,0,0,0,7,0,0,0,0,11.8
Day 3550,0,2,0,3,1,0,0,0,12.1
Day 3551,0,0,0,4,0,0,0,0,12.2
Day 3552,0,0,0,3,0,0,0,0,11.2
Day 3553,0,0,0,1,0,0,0,0,10.8
Day 3554,0,0,1,0,3,0,0,0,11.3
Day 3555,0,0,2,0,3,0,0,0,11.9
Day 3556,0,0,2,0,0,0,0,0,11.8
Day 3557,0,0,2,0,2,0,0,0,11.9
Day 3558,0,0,0,0,2,0,0,0,11
Day 3559,0,0,1,0,0,0,0,0,11.8
Day 3560,0,0,2,0,0,0,0,0,11.6
Day 3561,0,0,0,0,0,0,0,0,11.9
Day 3562,0,0,0,0,0,0,0,0,12.3
Day 3563,0,0,1,0,1,0,0,0,11.8
Day 3564,0,0,0,0,0,0,0,0,11.8
Day 3565,0,0,0,0,3,0,0,0,11.7
Day 3566,0,0,3,0,0,0,0,0,11.7
Day 3567,0,0,0,0,1,0,0,0,11.4
Day 3568,0,0,0,0,0,0,0,0,11.3
Day 3569,0,0,6,0,0,0,0,0,11.2
Day 3570,0,0,0,0,0,0,0,0,10.9
Day 3571,0,0,0,0,0,0,0,0,10.9
Day 3572,0,0,2,1,0,0,0,0,10.8
Day 3573,0,0,1,0,2,0,0,0,10.6
Day 3574,0,0,2,0,2,0,0,0,10.1
Day 3575,0,1,3,0,4,0,0,0,9.8
Day 3576,0,0,2,0,1,0,0,0,9.4
Day 3577,0,2,2,0,0,0,0,0,9.6
Day 3578,0,0,0,0,0,0,0,0,9.3
Day 3579,0,0,3,0,1,0,0,0,9.3
Day 3580,0,0,3,0,6,0,0,0,9.2
Day 3581,0,1,2,0,2,0,0,0,8.7
Day 3582,0,0,2,0,3,0,0,0,8.4
Day 3583,0,0,2,0,0,0,0,0,8.5
Day 3584,0,0,1,0,0,0,0,0,8.2
Day 3585,0,0,1,0,1,0,0,0,8.5
Day 3586,0,0,5,0,1,0,0,0,8.7
Day 3587,0,0,0,2,0,0,0,0,8.5
Day 3588,0,0,2,1,9,0,0,0,8.6
Day 3589,0,0,0,0,11,0,0,0,8.8
Day 3590,0,0,1,0,0,0,0,0,8.3
Day 3591,0,0,1,1,0,0,0,0,8.1
Day 3592,0,0,2,0,0,0,0,0,8
Day 3593,0,0,3,0,0,0,0,0,7.6
Day 3594,0,0,3,0,1,0,0,0,7.8
Day 3595,0,0,2,0,0,0,0,0,7.5
Day 3596,0,0,1,0,0,0,0,0,7.9
Day 3597,0,0,1,0,0,0,0,0,7.4
Day 3598,0,0,1,0,0,0,0,0,7.6
Day 3599,0,0,0,0,0,0,0,0,7.3
Day 3600,0,0,2,0,0,0,0,0,7.1
Day 3601,0,0,3,0,0,0,0,0,7.9
Day 3602,0,0,4,0,0,0,0,0,8
Day 3603,0,0,3,0,0,0,0,0,7.8
Day 3604,0,0,2,0,0,0,0,0,7.7
Day 3605,0,0,2,0,1,0,0,0,7.6
Day 3606,0,0,2,0,0,0,0,0,7.5
Day 3607,0,1,3,0,0,0,0,0,7.7
Day 3608,0,0,3,0,0,0,0,0,7.7
Day 3609,0,0,2,0,0,0,0,0,7.6
Day 3610,0,1,2,0,0,0,0,0,7.6
Day 3611,0,0,1,0,0,0,0,0,7.7
Day 3612,0,2,3,0,0,0,0,0,7.6
Day 3613,0,0,1,0,0,0,0,0,7.6
Day 3614,0,1,1,0,0,0,0,0,7.6
Day 3615,0,0,3,0,0,0,0,0,7.2
Day 3616,0,6,0,0,0,0,0,0,7.5
Day 3617,0,2,2,0,0,0,0,0,7.2
Day 3618,0,0,0,0,0,0,0,0,7
Day 3619,0,0,0,0,0,0,0,0,7.2
Day 3620,0,0,3,0,0,0,0,0,7.3
Day 3621,0,8,3,0,0,0,0,0,7.3
Day 3622,0,0,1,0,0,0,0,0,7.1
Day 3623,0,0,0,0,0,0,0,0,7
Day 3624,0,0,0,0,0,0,0,0,7.1
Day 3625,0,0,0,0,0,0,0,0,6.9
Day 3626,0,0,0,0,0,0,0,0,6.8
Day 3627,2,0,0,0,0,0,0,0,6.9
Day 3628,1,0,1,0,0,0,0,0,6.9
Day 3629,2,0,0,0,0,0,0,0,7
Day 3630,0,0,0,0,0,0,0,0,6.9
Day 3631,0,0,0,0,0,0,0,0,7
Day 3632,1,0,1,0,0,0,0,0,7
Day 3633,1,0,0,0,0,0,0,0,6.9
Day 3634,0,0,0,0,0,0,0,0,7
Day 3635,0,0,1,0,0,0,0,0,6.9
Day 3636,1,1,0,0,0,0,0,0,6.8
Day 3637,1,1,0,0,0,0,0,0,6.8
Day 3638,0,1,0,0,0,0,0,0,6.8
Day 3639,0,0,0,0,0,0,0,0,6.6
Day 3640,3,0,0,0,0,0,0,0,6.9
Day 3641,0,0,0,0,0,0,0,0,6.6
Day 3642,2,0,0,0,0,0,0,0,6.7
Day 3643,2,0,0,0,0,0,0,0,6.8
Day 3644,4,0,0,0,0,0,0,0,6.8
Day 3645,0,0,0,0,0,0,0,0,6.9
Day 3646,9,0,0,0,0,0,0,0,6.8
Day 3647,0,0,0,0,0,0,0,0,6.5
Day 3648,25,0,0,0,1,0,0,0,6.5
Day 3649,27,0,3,0,0,0,0,0,6.5
Day 3650,16,0,0,0,0,0,0,0,6.4
Day 3651,11,5,0,0,0,0,0,0,6.5
Day 3652,4,0,0,0,0,0,0,0,6.6
Day 3653,9,0,0,0,0,0,0,0,6.4
Day 3654,8,0,0,0,0,0,0,0,6.5
Day 3655,14,0,0,0,0,0,0,0,6.5
Day 3656,13,0,0,0,0,0,0,0,6.5
Day 3657,5,4,0,0,0,0,0,0,5.9
Day 3658,6,0,0,0,2,0,0,0,6.3
Day 3659,3,0,0,0,0,0,0,0,6.2
Day 3660,1,0,0,0,0,0,4,0,6.1
Day 3661,4,3,0,0,0,0,0,0,6
Day 3662,12,2,0,0,0,0,0,0,6.6
Day 3663,9,13,0,0,0,0,0,0,6.4
Day 3664,1,1,0,0,0,0,0,0,6.7
Day 3665,3,0,0,0,0,0,0,0,6
Day 3666,9,0,0,0,0,0,0,0,6.7
Day 3667,1,0,0,0,0,0,0,0,6.5
Day 3668,9,0,0,0,0,0,0,0,6.4
Day 3669,6,0,0,0,0,0,0,0,6.7
Day 3670,16,0,0,0,0,0,0,0,6.5
Day 3671,25,0,0,0,0,0,0,0,6.5
Day 3672,22,0,0,0,0,0,0,0,6.5
Day 3673,6,0,0,0,0,0,0,0,6.4
Day 3674,3,0,0,0,0,0,0,0,5.3
Day 3675,4,0,0,0,0,0,0,0,5.1
Day 3676,12,0,0,0,0,0,0,0,5
Day 3677,21,3,0,0,2,0,0,0,5.3
Day 3678,34,0,0,0,0,0,0,0,6
Day 3679,12,0,0,0,0,0,0,0,6.1
Day 3680,14,0,0,0,0,0,0,0,6.2
Day 3681,10,0,0,0,0,0,0,0,6.3
Day 3682,7,0,0,0,0,0,0,0,6.2
Day 3683,20,0,0,0,0,0,0,0,5.6
Day 3684,24,0,0,0,0,0,0,0,5.8
Day 3685,16,1,0,0,0,0,0,0,6.1
Day 3686,19,0,2,0,0,0,0,0,5.9
Day 3687,14,0,0,0,0,0,0,0,5.7
Day 3688,12,0,0,0,0,0,0,0,5.3
Day 3689,3,0,0,0,0,0,0,0,5.7
Day 3690,13,0,0,0,0,0,0,0,5.7
Day 3691,29,8,0,0,1,0,0,0,5.8
Day 3692,51,0,0,0,0,0,0,0,5.4
Day 3693,11,0,0,0,0,0,0,0,5.3
Day 3694,7,0,0,0,0,0,0,0,5.4
Day 3695,15,0,3,2,0,0,0,0,5.5
Day 3696,33,0,1,0,1,0,0,0,5.3
Day 3697,13,0,3,0,0,0,0,0,5.5
Day 3698,16,7,0,0,0,0,0,0,5.7
Day 3699,33,1,0,0,0,0,0,0,5.5
Day 3700,27,11,0,0,0,0,0,0,5.1
Day 3701,10,0,0,0,0,0,0,0,5.6
Day 3702,7,1,0,0,0,0,0,0,5.5
Day 3703,7,1,0,0,0,0,0,0,5.1
Day 3704,18,0,0,0,0,0,0,0,5.9
Day 3705,25,10,0,0,0,0,0,0,5.9
Day 3706,7,1,0,0,0,0,0,0,5.5
Day 3707,14,0,0,0,0,0,0,0,6
Day 3708,14,0,0,0,0,0,0,0,5.8
Day 3709,15,0,0,0,0,0,0,0,5.7
Day 3710,12,0,0,0,0,0,0,0,5.7
Day 3711,6,0,0,0,0,0,0,0,5.7
Day 3712,12,0,0,0,0,0,0,0,5.7
Day 3713,10,0,0,0,0,0,0,0,5.7
Day 3714,5,0,0,0,0,0,0,0,5.6
Day 3715,9,0,0,0,0,0,0,0,6
Day 3716,12,0,0,0,0,0,0,0,6
Day 3717,14,2,0,0,2,0,0,0,5.6
Day 3718,14,1,2,0,0,0,0,0,5.5
Day 3719,54,2,0,0,0,0,0,0,5.7
Day 3720,55,0,0,0,0,0,0,0,5.6
Day 3721,40,0,0,0,0,0,0,0,5.5
Day 3722,36,1,0,0,0,0,0,0,5.3
Day 3723,23,3,0,0,0,0,0,0,5.3
Day 3724,28,0,0,0,0,0,0,0,5.5
Day 3725,27,4,0,0,0,0,0,0,5.6
Day 3726,46,21,0,0,0,0,0,0,5.5
Day 3727,14,8,0,0,0,0,0,0,5.7
Day 3728,17,7,0,0,0,0,0,0,5.6
Day 3729,21,2,1,0,1,0,0,0,5.4
Day 3730,22,0,0,0,0,0,0,0,4.9
Day 3731,36,0,0,0,0,0,0,0,5.1
Day 3732,33,0,0,1,0,0,0,0,5.1
Day 3733,23,4,0,0,0,0,0,0,5.2
Day 3734,24,1,0,0,0,0,0,0,5.1
Day 3735,24,4,0,0,0,0,0,0,5.1
Day 3736,25,0,1,0,0,0,0,0,5.1
Day 3737,14,0,0,0,1,0,0,0,5.2
Day 3738,10,0,0,0,1,0,0,0,5.3
Day 3739,4,3,1,3,2,0,0,0,5.1
Day 3740,6,5,2,1,1,0,0,0,5.2
Day 3741,7,2,0,0,1,0,0,0,5.2
Day 3742,2,11,0,0,0,0,0,0,5.2
Day 3743,9,6,0,0,0,0,0,0,5.3
Day 3744,14,0,0,0,0,0,0,0,5.2
Day 3745,11,2,0,0,0,0,0,0,5.2
Day 3746,15,12,0,0,0,0,0,0,5.2
Day 3747,6,8,0,0,1,0,0,0,5.5
Day 3748,0,0,0,0,0,0,0,0,5.6
Day 3749,0,18,0,0,0,0,0,0,5.5
Day 3750,13,3,0,0,0,0,0,0,5.3
Day 3751,6,2,3,0,0,0,0,0,5.4
Day 3752,8,3,0,0,0,0,0,0,5.3
Day 3753,7,2,0,0,0,0,0,0,5.2
Day 3754,1,11,0,2,0,0,0,0,5
Day 3755,5,0,1,0,0,0,0,0,4.9
Day 3756,4,2,0,0,0,0,0,0,5.2
Day 3757,2,0,0,0,0,0,0,0,5.1
Day 3758,2,0,0,0,0,0,0,0,5
Day 3759,6,1,0,0,0,0,0,0,5.3
Day 3760,4,2,0,0,0,0,0,0,5.3
Day 3761,4,3,0,0,0,0,0,0,5.4
Day 3762,9,0,0,0,0,0,0,0,5.5
Day 3763,3,2,0,0,0,0,0,0,5.4
Day 3764,10,0,0,0,0,0,0,0,5.4
Day 3765,4,0,0,0,0,0,0,0,5.4
Day 3766,4,1,0,0,1,0,0,0,5.5
Day 3767,6,0,0,0,0,0,0,0,5.5
Day 3768,10,0,0,0,0,0,0,0,5.6
Day 3769,8,0,0,0,0,0,0,0,5.6
Day 3770,12,2,0,0,0,0,0,0,5.8
Day 3771,9,2,0,0,0,0,0,0,5.9
Day 3772,2,0,2,0,0,0,0,0,5.8
Day 3773,6,0,0,0,0,0,0,0,5.8
Day 3774,12,0,0,0,0,0,0,0,5.9
Day 3775,12,0,0,0,0,0,0,0,6
Day 3776,14,0,0,0,0,0,0,0,5.6
Day 3777,4,1,2,0,0,0,0,0,5.9
Day 3778,4,0,0,0,3,0,0,0,5.8
Day 3779,4,0,3,0,4,0,0,0,5.9
Day 3780,12,0,0,0,0,0,0,0,5.9
Day 3781,9,0,0,0,0,0,0,0,6.2
Day 3782,12,0,0,0,0,0,0,0,6.1
Day 3783,0,0,1,0,0,0,0,0,6.1
Day 3784,2,0,0,0,0,0,0,0,6.3
Day 3785,2,0,1,0,0,0,0,0,6.6
Day 3786,0,0,0,0,0,0,0,0,6.4
Day 3787,5,0,0,0,0,0,0,0,6.8
Day 3788,0,0,0,0,0,0,0,0,6.8
Day 3789,4,0,0,0,0,0,0,0,6.8
Day 3790,6,0,0,0,0,0,0,0,6.3
Day 3791,2,0,0,0,0,0,0,0,6.8
Day 3792,0,0,0,0,0,0,0,0,7
Day 3793,2,0,0,0,0,0,0,0,6.8
Day 3794,0,0,0,0,0,0,0,0,7.1
Day 3795,0,0,0,3,0,0,0,0,7.4
Day 3796,0,0,3,2,0,0,0,0,6.3
Day 3797,0,6,0,0,0,0,0,0,6.3
Day 3798,2,14,1,2,2,0,0,0,7.1
Day 3799,0,3,0,0,0,0,0,0,6.8
Day 3800,0,0,1,2,0,0,0,0,6.5
Day 3801,2,0,2,1,0,0,0,0,6.7
Day 3802,0,0,2,2,0,0,0,0,7.3
Day 3803,2,4,0,4,0,0,0,0,7.1
Day 3804,0,0,0,1,2,0,0,0,7.4
Day 3805,3,0,0,0,0,0,0,0,7.4
Day 3806,0,2,2,2,1,0,0,0,7.9
Day 3807,0,2,2,0,2,0,0,0,8.1
Day 3808,2,0,0,1,0,0,0,0,8
